,file,len,id,reason,section,start,type,meddra_llt,meddra_llt_id,meddra_pt,meddra_pt_id,description
20,impavido,40,M26,general_term,S1,10707,NonOSE_AE,Reproductive tract disorder,10061483,Reproductive toxicity,10074268,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
21,impavido,18,M27,general_term,S1,10819,NonOSE_AE,Disorder vascular,10013282,Angiopathy,10059245,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
22,carac,15,M1,general_term,S1,2889,NonOSE_AE,General symptom,10060891,General symptom,10060891,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
23,carac,15,M2,general_term,S1,3478,NonOSE_AE,Musculoskeletal degeneration,10074400,Musculoskeletal disorder,10048592,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
24,carac,11,M3,general_term,S1,3696,NonOSE_AE,Respiratory disorder,10038683,Respiratory disorder,10038683,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
25,carac,17,M4,general_term,S1,3924,NonOSE_AE,Skin disorder,10040831,Skin disorder,10040831,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
26,carac,14,M5,general_term,S1,4293,NonOSE_AE,Cranial nerve disorder,10061093,Cranial nerve disorder,10061093,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
27,carac,4,M6,general_term,S1,4859,NonOSE_AE,Died in sleep,10012771,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
28,carac,17,M81,general_term,S3,1036,NonOSE_AE,Adverse reaction,10067484,Toxicity to various agents,10070863,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
29,livalo,5,M2,general_term,S1,3999,NonOSE_AE,Death,10011906,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
30,livalo,5,M85,general_term,S2,3700,NonOSE_AE,Death,10011906,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
31,linzess,16,M9,general_term,S1,1993,NonOSE_AE,Disorder gastrointestinal,10013225,Gastrointestinal disorder,10017944,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
32,linzess,27,M10,general_term,S1,2152,NonOSE_AE,Infection,10021789,Infection,10021789,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
33,linzess,24,M11,general_term,S1,2271,NonOSE_AE,Nervous system disorder,10029202,Neurological symptom,10060860,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
34,linzess,16,M14,general_term,S1,5158,NonOSE_AE,Disorder gastrointestinal,10013225,Gastrointestinal disorder,10017944,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
35,linzess,27,M15,general_term,S1,5303,NonOSE_AE,Infection,10021789,Infection,10021789,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
36,linzess,6,M72,general_term,S2,344,NonOSE_AE,Death,10011906,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
37,linzess,9,M80,general_term,S3,572,NonOSE_AE,Death,10011906,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
38,linzess,6,M77,general_term,S3,943,NonOSE_AE,Death,10011906,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
39,linzess,6,M78,general_term,S3,984,NonOSE_AE,Death,10011906,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
40,carboplatin,11,M23,general_term,S1,1202,NonOSE_AE,Bone marrow disorder,10061729,Bone marrow toxicity,10051779,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
41,carboplatin,16,M19,general_term,S1,2282,NonOSE_AE,Disorder gastrointestinal,10013225,Gastrointestinal disorder,10017944,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
42,carboplatin,10,M20,general_term,S1,2578,NonOSE_AE,Neurologic complication,10029284,Neurological symptom,10060860,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
43,carboplatin,5,M21,general_term,S1,2959,NonOSE_AE,Disorder renal,10013263,Renal disorder,10038428,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
44,carboplatin,7,M24,general_term,S1,3190,NonOSE_AE,Disorder hepatic,10013228,Hepatotoxicity,10019851,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
45,carboplatin,17,M22,general_term,S1,3497,NonOSE_AE,Electrolyte imbalance,10014418,Blood electrolytes abnormal,10061014,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
46,carboplatin,18,M25,general_term,S1,3862,NonOSE_AE,Drug side effect,10067033,Adverse drug reaction,10061623,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
47,carboplatin,5,M26,general_term,S1,5836,NonOSE_AE,Death,10011906,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
48,carboplatin,5,M41,general_term,S1,11736,NonOSE_AE,Death,10011906,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
49,tobi,27,M37,general_term,S1,3911,NonOSE_AE,Disorder ear,10013214,Ear disorder,10014004,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
50,tobi,47,M38,general_term,S1,3982,NonOSE_AE,Musculoskeletal disorder,10048592,Musculoskeletal disorder,10048592,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
51,tobi,27,M39,general_term,S1,4074,NonOSE_AE,Infection,10021789,Infection,10021789,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
52,tobi,27,M40,general_term,S1,4501,NonOSE_AE,Disorder ear,10013214,Ear disorder,10014004,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
53,tobi,38,M41,general_term,S1,4579,NonOSE_AE,Other disorders of skin and subcutaneous tissue,10032001,Skin disorder,10040831,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
54,tobi,24,M42,general_term,S1,4670,NonOSE_AE,Nervous system disorder,10029202,Neurological symptom,10060860,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
55,tobi,48,M43,general_term,S1,4722,NonOSE_AE,Respiratory disorder,10038683,Respiratory disorder,10038683,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
56,tobi,34,M44,general_term,S1,4842,NonOSE_AE,Metabolic disorder,10058097,Metabolic disorder,10058097,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
57,tobi,7,M80,general_term,S2,667,NonOSE_AE,Auditory disorder,10003778,Auditory disorder,10003778,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
58,tobi,5,M94,general_term,S2,6972,NonOSE_AE,Death,10011906,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
59,opsumit,23,M2,general_term,S1,2692,NonOSE_AE,Immune system disorder,10021425,Immune system disorder,10021425,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
60,opsumit,"11,9",M3,general_term,S1,"2784,2822",NonOSE_AE,Respiratory disorder,10038683,Respiratory disorder,10038683,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
61,prograf,14,M53,general_term,S1,4389,NonOSE_AE,Disorder nervous system,10013242,Neurological symptom,10060860,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
62,prograf,16,M54,general_term,S1,4611,NonOSE_AE,Disorder gastrointestinal,10013225,Gastrointestinal disorder,10017944,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
63,prograf,14,M55,general_term,S1,4833,NonOSE_AE,Instability cardiovascular,10022453,Cardiovascular symptom,10075534,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
64,prograf,10,M56,general_term,S1,5051,NonOSE_AE,Disorder urogenital,10013279,Urogenital disorder,10046694,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
65,prograf,25,M57,general_term,S1,5269,NonOSE_AE,Metabolic disorder,10058097,Metabolic disorder,10058097,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
66,prograf,19,M58,general_term,S1,5582,NonOSE_AE,Blood disorder,10061590,Haematology test abnormal,10057755,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
67,prograf,13,M59,general_term,S1,5800,NonOSE_AE,General symptom,10060891,General symptom,10060891,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
68,prograf,18,M60,general_term,S1,6067,NonOSE_AE,Disorder respiratory system,10013264,Respiratory disorder,10038683,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
69,prograf,15,M61,general_term,S1,6285,NonOSE_AE,Musculoskeletal degeneration,10074400,Musculoskeletal disorder,10048592,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
70,prograf,4,M127,general_term,S1,6503,NonOSE_AE,Skin disorder,10040831,Skin disorder,10040831,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
71,prograf,26,M66,general_term,S1,10131,NonOSE_AE,Disorder gastrointestinal,10013225,Gastrointestinal disorder,10017944,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
72,prograf,47,M67,general_term,S1,10894,NonOSE_AE,Injury,10022116,Injury,10022116,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
73,prograf,34,M68,general_term,S1,11439,NonOSE_AE,Unspecified disorder of metabolism,10045811,Metabolic disorder,10058097,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
74,prograf,24,M69,general_term,S1,12311,NonOSE_AE,Nervous system disorder,10029202,Neurological symptom,10060860,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
75,prograf,36,M70,general_term,S1,12747,NonOSE_AE,Blood disorder,10061590,Haematology test abnormal,10057755,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
76,prograf,13,M71,general_term,S1,13183,NonOSE_AE,General symptom,10060891,General symptom,10060891,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
77,prograf,14,M72,general_term,S1,16264,NonOSE_AE,Disorder nervous system,10013242,Neurological symptom,10060860,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
78,prograf,16,M73,general_term,S1,16510,NonOSE_AE,Disorder gastrointestinal,10013225,Gastrointestinal disorder,10017944,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
79,prograf,14,M74,general_term,S1,16817,NonOSE_AE,Instability cardiovascular,10022453,Cardiovascular symptom,10075534,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
80,prograf,10,M75,general_term,S1,17041,NonOSE_AE,Disorder urogenital,10013279,Urogenital disorder,10046694,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
81,prograf,25,M76,general_term,S1,17726,NonOSE_AE,Metabolic disorder,10058097,Metabolic disorder,10058097,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
82,prograf,19,M77,general_term,S1,17996,NonOSE_AE,Blood disorder,10061590,Haematology test abnormal,10057755,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
83,prograf,13,M78,general_term,S1,18241,NonOSE_AE,General symptom,10060891,General symptom,10060891,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
84,prograf,18,M79,general_term,S1,18580,NonOSE_AE,Disorder respiratory system,10013264,Respiratory disorder,10038683,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
85,prograf,19,M80,general_term,S1,18824,NonOSE_AE,Skin disorder,10040831,Skin disorder,10040831,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
86,prograf,21,M82,general_term,S1,20417,NonOSE_AE,Symptoms involving cardiovascular system,10042758,Cardiovascular symptom,10075534,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
87,prograf,15,M81,general_term,S1,20695,NonOSE_AE,General symptom,10060891,General symptom,10060891,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
88,prograf,35,M83,general_term,S1,20973,NonOSE_AE,Metabolic disorder,10058097,Metabolic disorder,10058097,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
89,prograf,26,M84,general_term,S1,21469,NonOSE_AE,Blood disorder,10061590,Haematology test abnormal,10057755,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
90,prograf,17,M85,general_term,S1,21856,NonOSE_AE,Disorder urogenital,10013279,Urogenital disorder,10046694,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
91,prograf,18,M86,general_term,S1,22134,NonOSE_AE,Disorder respiratory system,10013264,Respiratory disorder,10038683,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
92,prograf,14,M87,general_term,S1,22303,NonOSE_AE,Disorder nervous system,10013242,Neurological symptom,10060860,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
93,prograf,14,M98,general_term,S1,31541,NonOSE_AE,Disorder nervous system,10013242,Neurological symptom,10060860,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
94,prograf,14,M99,general_term,S1,32022,NonOSE_AE,Cranial nerve disorder,10061093,Cranial nerve disorder,10061093,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
95,prograf,16,M100,general_term,S1,32103,NonOSE_AE,Disorder gastrointestinal,10013225,Gastrointestinal disorder,10017944,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
96,prograf,14,M101,general_term,S1,32490,NonOSE_AE,Instability cardiovascular,10022453,Cardiovascular symptom,10075534,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
97,prograf,10,M102,general_term,S1,33002,NonOSE_AE,Disorder urogenital,10013279,Urogenital disorder,10046694,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
98,prograf,21,M103,general_term,S1,33343,NonOSE_AE,Metabolic disorder,10058097,Metabolic disorder,10058097,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
99,prograf,9,M104,general_term,S1,33744,NonOSE_AE,Disorder endocrine,10013217,Endocrine disorder,10014695,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
100,prograf,15,M105,general_term,S1,33778,NonOSE_AE,Blood disorder,10061590,Haematology test abnormal,10057755,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
101,prograf,13,M106,general_term,S1,33970,NonOSE_AE,General symptom,10060891,General symptom,10060891,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
102,prograf,15,M107,general_term,S1,34238,NonOSE_AE,Musculoskeletal degeneration,10074400,Musculoskeletal disorder,10048592,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
103,prograf,11,M108,general_term,S1,34360,NonOSE_AE,Respiratory disorder,10038683,Respiratory disorder,10038683,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
104,prograf,4,M109,general_term,S1,34560,NonOSE_AE,Skin disorder,10040831,Skin disorder,10040831,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
105,prograf,14,M110,general_term,S1,35346,NonOSE_AE,Instability cardiovascular,10022453,Cardiovascular symptom,10075534,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
106,prograf,16,M111,general_term,S1,35741,NonOSE_AE,Disorder gastrointestinal,10013225,Gastrointestinal disorder,10017944,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
107,prograf,15,M112,general_term,S1,36065,NonOSE_AE,Blood disorder,10061590,Haematology test abnormal,10057755,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
108,prograf,10,M113,general_term,S1,36320,NonOSE_AE,Infection,10021789,Infection,10021789,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
109,prograf,5,M114,general_term,S1,36404,NonOSE_AE,Death,10011906,Death,10011906,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
110,prograf,21,M115,general_term,S1,36525,NonOSE_AE,Metabolic disorder,10058097,Metabolic disorder,10058097,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
111,prograf,13,M116,general_term,S1,36623,NonOSE_AE,General symptom,10060891,General symptom,10060891,"General terms or non-specific text such as broad categories (e.g., MedDRA system organ class) used to introdue AEs or text describe an outcome (e.g., death) rather than an AE. These are not of interest."
