_id,batch,concept_code,concept_code_system,end,experiencer,inserted_date,job_id,negation,nlpql_feature,owner,phenotype_final,pipeline_id,pipeline_type,report_date,report_id,report_type,section,sentence,solr_id,source,start,subject,temporality,term
5c74306e8625dd04f7867f8d,550,,,637,Patient,14:06.1,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_487451,Clinical Trial Inclusion Criteria,UNKNOWN,"> 1.5 cm evidenced by computed tomography (CT) scan of the neck/chest/abdomen(abd)/pelvis or CT/positron emission tomography (PET) scans - Patient must be either primary refractory to one frontline induction therapy or relapsed after one frontline induction therapy; patients who do not achieve complete remission after induction therapy are also eligible - Patients cannot have had a second line salvage treatment (chemotherapy, biologic agents, investigational drugs, or radiation) or have had an autologous or allogeneic hematopoietic stem cell transplantation; patients can have had mixed frontline therapy such as 2-4 cycles of ABVD (doxorubicin, bleomycin, vinblastine and dacarbazine) followed by 2-4 cycles of bleomycin, etoposide, doxorubicin, cyclophosphamide, vincristine, procarbazine, and prednisone (BEACOPP) as long as the induction chemotherapy is not more than 8 cycles in total length - Radiation use as part of induction regimen or consolidation (within 90 days after completion of induction chemotherapy) is allowed -",ct_inc_487451,AACT,633,NCT01393717,Recent,ABVD
5c7430778625dd057f867f86,810,,,242,Patient,14:16.0,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_486815,Clinical Trial Exclusion Criteria,UNKNOWN,"Exclusion Criteria: - Significant organ dysfunction - Active infection - Pregnancy - Uncontrolled medical condition other than malignancy - Need for contraindicated concomitant medication - Patients receiving chemotherapy other than VAC, ABVD and CDDP/Doxorubicin - Treatment with another investigational drug within 4 weeks of study",ct_exc_486815,AACT,238,NCT01402024,Recent,ABVD
5c7430848625dd0603867f8a,600,,,235,Patient,14:28.1,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_486591,Clinical Trial Inclusion Criteria,UNKNOWN,"Hodgkin's disease patients who relapse after radiation therapy alone, or in combination with Novantrone, Oncovin, Velban, and Prednisone (NOVP); and previously untreated patients with stage III and IV who are eligible for standard ABVD therapy.",ct_inc_486591,AACT,231,NCT01404936,Recent,ABVD
5c7430888625dd0628867f92,90,,,325,Patient,14:32.9,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_585900,Clinical Trial Inclusion Criteria,UNKNOWN,"No evidence of disease - Prior treatment on 1 of the following protocols during the years 1987-2001: - Children's Cancer Group (CCG) CCG-5942, CCG-59704 - Pediatric Oncology Group (POG) POG-8625, POG-8725, POG-9425, POG-9426 - Pediatric Hodgkin's Consortium: VAMP, VEPA, VAMP/COP - Institutional protocols COPP/ABV, MOPP/ABVD, ABVD - Childhood Cancer Survivor Study (CCSS)",ct_inc_585900,AACT,321,NCT00091091,Historical,ABVD
5c74308b8625dd0642867f8a,610,,,75,Patient,14:35.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_587010,Clinical Trial Inclusion Criteria,UNKNOWN,(CR) Relapsed within 1 year following completion of front-line MOPP or ABVD Relapsed at any time following front-line MOPP/ABVD or other hybrid Eligible,ct_inc_587010,AACT,71,NCT00002552,Recent,ABVD
5c74308b8625dd063a867f84,390,,,188,Patient,14:35.5,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_586346,Clinical Trial Inclusion Criteria,UNKNOWN,"Measurable disease Must have failed the following regimens: Mechlorethamine, vincristine, procarbazine, and prednisone (MOPP) AND Doxorubicin, bleomycin, vinblastine, and dacarbazine (ABVD)",ct_inc_586346,AACT,184,NCT00003936,Recent,ABVD
5c74308b8625dd063a867f87,390,,,71,Patient,14:35.8,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_317216,Clinical Trial Inclusion Criteria,UNKNOWN,"Histologically confirmed Classical Hodgkin's Lymphoma treated with ABVD regimen with PET scan/CT performed before, during and after treatment, and also one of the following: - positive result (Deauville 4 and 5) of early PET scan after 2 ABVD courses - disease progression or relapse after first-line ABVD treatment or ABVD and radiotherapy combination treatment - No contraindications for salvage chemotherapy and ASCT - At least one measurable malignancy - ECOG performance status 3 - Written signed and dated informed consent prior to any study procedures being performed",ct_inc_317216,AACT,67,NCT03615664,Historical,ABVD
5c74309e8625dd06f5867f8b,440,,,32,Patient,14:54.2,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_516131,Clinical Trial Inclusion Criteria,UNKNOWN,"- Hodgkin lymphoma - Failed ABVD (doxorubicin, bleomycin, vinblastine, and dacarbazine) and received salvage chemotherapy with at least 1 salvage combination regimen - Indolent or low-grade lymphoma - Failed at least 1 combination regimen containing ritux",ct_inc_516131,AACT,28,NCT01016990,Recent,ABVD
5c74309e8625dd070b867f87,510,,,360,Patient,14:54.8,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_520262,Clinical Trial Inclusion Criteria,UNKNOWN,"- Histologically confirmed diagnosis of one of the following: - Hodgkin or non-Hodgkin lymphoma (including small lymphocytic lymphoma [SLL]) - Any histology, including B, T, or NK/T cell allowed - Multiple myeloma (MM) - Relapsed or refractory disease - P",ct_inc_520262,AACT,356,NCT00962507,Recent,ABVD
5c7430a18625dd0700867f92,200,,,635,Patient,14:57.9,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_591291,Clinical Trial Inclusion Criteria,UNKNOWN,"In second or greater complete or partial response if treated at diagnosis without clinical symptoms necessitating treatment - T-cell lymphoma (nonlymphoblastic, intermediate, or high grade lymphomas) after initial therapy whether or not complete response is achieved - Hodgkin's lymphoma - Stage I and II disease treated with primary radiotherapy and failure of at least one combination chemotherapy regimen - Stage III and IV disease with failure on mechlorethamine, vincristine, procarbazine, and prednisone (MOPP)-like regimen, alternative noncross resistant regimen (e.g., doxorubicin, bleomycin, vinblastine, and dacarbazine [ABVD]), or a combination (e.g., MOPP-ABV) - High risk features allowed including: - Failure to achieve initial complete remission with MOPP and/or ABVD and crossover or hybrid therapy - Relapse within 6 months after initial therapy - Relapse after initial radiotherapy with complete response longer than 1 year since initial therapy and subsequent failure on MOPP and/or ABVD or hybrid - Bulky mediastinal disease after initial therapy and residual mass of at least 5 cm with other features of persisting disease (e.g., Gallium scan positive, high LDH, enlarging on serial x-rays, or positive biopsy) - No HIV or HTLV-1 associated lymphomas -",ct_inc_591291,AACT,631,NCT00005985,Recent,ABVD
5c7430a78625dd0767867f84,670,,,160,Patient,15:03.8,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_554863,Clinical Trial Inclusion Criteria,UNKNOWN,"Hodgkin's disease patients who relapse after radiation therapy alone and previously untreated patients with stage II bulky, III and IV who are eligible for ABVD.",ct_inc_554863,AACT,156,NCT00504504,Recent,ABVD
5c7430a98625dd0758867f90,460,,,103,Patient,15:05.9,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_592784,Clinical Trial Inclusion Criteria,UNKNOWN,Patients with Hodgkin's disease will be eligible only if they have failed at least a MOPP-like and ABVD-like regimen.,ct_inc_592784,AACT,99,NCT00038376,Hypothetical,ABVD
5c7430ab8625dd0763867f93,730,,,209,Patient,15:07.1,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_339049,Clinical Trial Inclusion Criteria,UNKNOWN,"Patients must have cHL that has not been previously treated (patients who have received one dose [day 1 cycle 1] of standard doxorubicin hydrochloride [adriamycin], bleomycin, vinblastine and dacarbazine [ABVD] or doxorubicin hydrochloride, vinblastine, dacarbazine [AVD] may be enrolled as long as they completed all the required standard of care baseline studies before enrollment and initiate study therapy by day 15 cycle 1) - Patients must be appropriate candidates for at least 2 cycles of ABVD or AVD (this could include patients ranging from favorable risk early stage disease to poor prognosis advanced stage disease) - Patients must have measurable FDG-avid disease defined by standard criteria (Lugano 2014) and a minimum of 1.0 cm in diameter - Patients must have a FDG-PET-computed tomography (CT) of chest, abdomen, and pelvis within 28 days of enrollment - Patients should not have evidence of active central nervous system lymphoma - Patients must have an Eastern Cooperative Oncology Group (ECOG) performance status of 0, 1, or 2 - Patients must have a left ventricular ejection (LVEF) >= 50% within 56 days of enrollment - Patients must have adequate labs within 7 days of treatment unless cytopenia is thought to be due to underlying disease - Absolute neutrophil count (ANC) >= 1,500/mm^3 (without transfusion or growth factor support) -",ct_inc_339049,AACT,205,NCT03331341,Recent,ABVD
5c7430ae8625dd079a867f88,380,,,109,Patient,15:10.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_354846,Clinical Trial Inclusion Criteria,UNKNOWN,"For advanced (stage III/IV) Hodgkin disease, patients must have failed an Adriamycin containing regimen (ABVD) or an alternative non-cross resistant regimen (e.g.MOPP) - Patients with any high-risk features will also be eligible, including those who: 1. fail to achieve complete remission with initial combination chemotherapy 2. have bulky disease after initial therapy (chemotherapy or radiation) defined as residual mediastinal mass 5 cm or other residual mass 10 cm accompanied by other features of persisting disease (e.g., PET scan positive; high LDH; enlarging on serial x-rays or biopsy positive) will be eligible - if feasible, persistent disease should be proven by biopsy - Patients should receive chemotherapy to attempt to achieve CR or minimal disease state for all patients pre-transplantation.",ct_inc_354846,AACT,105,NCT03125642,Recent,ABVD
5c7430ae8625dd0779867f8e,520,,,46,Patient,15:10.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_317216,Clinical Trial Exclusion Criteria,UNKNOWN,"Classical Hodgkin's Lymphoma - Other than ABVD first-line treatment, preceding patient's inclusion - Lack of PET scans performed in accordance with inclusin criteria during ABVD treatment - Transformation of Hodgkin's Lymphoma - Central Nervous System (CNS)",ct_exc_317216,AACT,42,NCT03615664,Recent,ABVD
5c7430b48625dd07d1867f8b,1040,,,87,Patient,15:16.8,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_418297,Clinical Trial Inclusion Criteria,UNKNOWN,I or II Mandatory PET scan performed at diagnosis Patients treated with first-line ABVD and PET scan positive after 2 cycles (Deauville score 4 & 6.,ct_inc_418297,AACT,83,NCT02298283,Recent,ABVD
5c7430b58625dd07d1867f8c,1040,,,451,Patient,15:17.0,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_361894,Clinical Trial Exclusion Criteria,UNKNOWN,"I diabetes mellitus, residual hypothyroidism due to autoimmune condition only requiring hormone replacement, psoriasis not requiring systemic treatment, or conditions not expected to recur in the absence of an external trigger are permitted to enroll.- Subjects with a condition requiring systemic treatment with systemic corticosteroids (equivalent of >10mg/day of prednisone).Patients may receive steroid therapy up to 10 days prior to starting ABVD to control lymphoma-related symptoms.- Any of the following cardiovascular conditions or values within 6 months before the first dose of study",ct_exc_361894,AACT,447,NCT03033914,Historical,ABVD
5c7430b58625dd07d1867f8d,1040,,,127,Patient,15:17.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_339019,Clinical Trial Inclusion Criteria,UNKNOWN,The patient must meet one of the following criteria: Age 65 Considered by the investigator to be ineligible for front-line ABVD combination chemotherapy due to reasons of,ct_inc_339019,AACT,123,NCT03331731,Recent,ABVD
5c7430ba8625dd083f867f86,240,,,241,Patient,15:22.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_559790,Clinical Trial Inclusion Criteria,UNKNOWN,"Histologically confirmed relapsed or refractory classical Hodgkin lymphoma (nodular sclerosis, mixed cellularity, or lymphocyte-rich classical HL).- Patients must have failed front-line standard anthracycline-containing regimen, such as ABVD, Stanford V, or BEACOPP.-",ct_inc_559790,AACT,237,NCT00439361,Recent,ABVD
5c7430bb8625dd083f867f8c,240,,,148,Patient,15:23.0,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_378685,Clinical Trial Inclusion Criteria,UNKNOWN,"Pathologically confirmed, recent diagnosis of classical Hodgkin Lymphoma - treatment planned with Adriamycin Bleamycin Vinblastine Dacarbazine (ABVD) or Bleomycin Etoposide",ct_inc_378685,AACT,144,NCT02815137,Recent,ABVD
5c7430bb8625dd083f867f8e,240,,,39,Patient,15:23.1,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_378685,Clinical Trial Exclusion Criteria,UNKNOWN,No informed consent - Treatment by ABVD or BEACOPP not indicated - Previously treated Hodgkin lymphoma (including corticosteroids) - Patients who are pregnant or lactating - Active Hepatitis B or Hepatitis C infection - Known human immunodeficiency virus,ct_exc_378685,AACT,35,NCT02815137,Recent,ABVD
5c7430bc8625dd0859867f84,1160,,,74,Patient,15:24.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_589018,Clinical Trial Inclusion Criteria,CHEMOTHERAPEUTICS,"- No prior chemotherapy for Hodgkin's disease except single course of ABVD (doxorubicin, bleomycin, vinblastine, and dacarbazine) within 35 days of study Endocrine therapy:",ct_inc_589018,AACT,70,NCT00005090,Historical,ABVD
5c7430bd8625dd0859867f85,1160,,,18,Patient,15:25.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_507348,Clinical Trial Inclusion Criteria,COMMENT,"- 1 course of ABVD (doxorubicin, bleomycin, vinblastine, and dacarbazine) allowed and will be considered the first course",ct_inc_507348,AACT,14,NCT01132807,Recent,ABVD
5c74306f8625dd0518867f8b,100,,,74,Patient,14:07.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_392688,Clinical Trial Inclusion Criteria,UNKNOWN,"- Planned to start trastuzumab based neo/adjuvant therapy: FEC-DH or AC-DH, or; dose-dense AC-TH, or docetaxel/cyclophosphamide/trastuzumab or docetaxel/carboplatin/trastuzumab, or weekly paclitaxel with trastuzumab.- 19 years of age - Able to provide ver",ct_inc_392688,AACT,69,NCT02632435,Recent,AC-DH
5c74306f8625dd0518867f8c,100,,,96,Patient,14:07.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_392688,Clinical Trial Inclusion Criteria,UNKNOWN,"- Planned to start trastuzumab based neo/adjuvant therapy: FEC-DH or AC-DH, or; dose-dense AC-TH, or docetaxel/cyclophosphamide/trastuzumab or docetaxel/carboplatin/trastuzumab, or weekly paclitaxel with trastuzumab.- 19 years of age - Able to provide ver",ct_inc_392688,AACT,91,NCT02632435,Recent,AC-TH
5c7430b88625dd07fd867f92,210,,,226,Patient,15:20.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_311832,Clinical Trial Inclusion Criteria,UNKNOWN,Treatment naive CLL patients - Cohort 2: Subjects must be receiving ibrutinib monotherapy for at least 6 months prior to administration of the first vaccine dose - Cohort 3: Subjects must be receiving acalabrutinib monotherapy for at least 6 months prior to administration of the first vaccine dose - Age greater than or equal to 18 years.- ECOG performance status of 0-1 - Able to comprehend the investigational nature of the protocol and provide informed consent.,ct_inc_311832,AACT,201,NCT03685708,Historical,acalabrutinib monotherapy
